"LANGUAGE","APP_NAME","MODULE","LANG_CODE","VALUE","VERSION"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_sd_extra_activities_sd_callback_support_activity","Atividade de Suporte de Retorno de Chamada SD","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_drawer","Gaveta","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad","iPad","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad_base_station","Estação Base do iPad","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_iphone","Iphone","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_charging_station","Estação de Carregamento","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_credit_card_terminals","Terminais de cartão de crédito","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_backoffice_pc_monitor","Monitor de PC para backoffice","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_other","Outro","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_landline_mobile_phone","Telefone fixoTelefone celular","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_printer_bo","Impressora BO","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_pc_backoffice","PC Backoffice","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_barcode_reader","Leitor de código de barras","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_people_counter","Contador de Pessoas","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ticket_printer","Impressora de ingressos","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_toshiba_hp_till","ToshibaHP Caixa","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ups","UPS","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_cash_desk_managent","Gestão de Caixa","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_credential","Credencial","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_loyalty","Lealdade","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_item_price","Preço do item","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_invoice_credit_note","Fatura/Nota de crédito","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_giftcard","Vale-presente","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_closure","Encerramento","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_inventory","Inventário","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_banking_money","Dinheiro Bancário","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_till_access","Até o acesso","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_vouchers","Vales","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_returns","Retornos","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_stock_receiving","Stock/Receiving

Estoque/Recebimento","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_promo","Promo","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_report","Relatório","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_invoice_credit_note","Fatura/Nota de crédito","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_returns","Retornos","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_cash_desk","Gestão de Caixa","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_item_price","Preço do item","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_credential","Credencial","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_loyalty","Lealdade","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_giftcard","Vale-presente","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_promo","Promo","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_vouchers","Vales","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_safe_transfer","Transferência segura","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_statement","Declaração","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_stock_management","Gestão de estoque","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_vouchers","Vales","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_stock_and_task_management","Gestão de Stocks e Tarefas","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_returns","Retornos","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_customers_display_app","Clientes Exibem APP","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_basket_transfer","Transferência de cesto","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_loyalty","Lealdade","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_pos_sales_app","Aplicativo de Vendas POS","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_giftcard","Vale-presente","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_power_bi","PowerBI","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_item_price_barcode","Preço do Item Código de Barras","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_promo","Promo","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_personal_corporate_credentials","Credenciais Corporativas Pessoais","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_open_office","Escritório Aberto","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_windows","Windows

Janelas","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_ilabels","Ilabels","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_beKiko_login","Entrar no BeKiko","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_other","Outro","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_outlook _webmail","Outlook WebMail","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_browser_navigation","Navegador/Navegação","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_router_down","Roteador Desligado","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_cpu_load","Carga da CPU","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_till_ipad_iphone_offline","Até que o iPad e o iPhone estejam offline","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_internet_access","Acesso à Internet","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_server_down","Servidor fora do ar","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_hard_disk_with_free","Disco rígido com < 2% livre","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_audio_amplifier","Amplificador de áudio","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_video_splitter","Divisor de vídeo","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_digital_windows","Janelas Digitais","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_other","Outro","1.0"
"pt","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_thin_client","Cliente Leve","1.0"
