"LANGUAGE","APP_NAME","MODULE","LANG_CODE","VALUE","VERSION"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_iphone","iPhone","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_database","Database","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_eva","EVA","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_clientela","Clientela","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_software","Software","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_wifi_access_point","Punto di accesso WiFi","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_router","Router","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_bloccante","Data - Fisso - Bloccante","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_nonbloccante","Data - Fixed - Non bloccante - Anomalia","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_firewall","Firewall","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_switch","Interruttore","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_sd_extra_activities_sd_callback_support_activity","Attività di supporto richiamata SD","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_drawer","Cassetto","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad","Ipad","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad_base_station","Stazione di base per iPad","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_iphone","iPhone","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_charging_station","Stazione di ricarica","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_credit_card_terminals","Terminali per carte di credito","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_backoffice_pc_monitor","Monitor del PC del backoffice","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_other","Altro","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_landline_mobile_phone","Telefono fissoTelefono cellulare","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_printer_bo","Stampante BO","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_pc_backoffice","PC Backoffice","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_barcode_reader","Lettore di codici a barre","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_people_counter","Contatore di persone","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ticket_printer","Stampante per biglietti","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_toshiba_hp_till","ToshibaHP Cassa","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ups","UPS","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_cash_desk_managent","Gestione della cassa","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_credential","Credenziale","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_loyalty","Fedeltà","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_item_price","Prezzo dell'articolo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_invoice_credit_note","Fattura/Nota di credito","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_giftcard","Buono regalo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_closure","Chiusura","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_inventory","Inventario","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_banking_money","Denaro bancario","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_till_access","Accesso temporaneo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_vouchers","Buoni","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_returns","Resi","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_stock_receiving","Magazzino/Ricevimento","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_promo","Promozione","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_report","Rapporto","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_invoice_credit_note","Fattura/Nota di credito","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_returns","Resi","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_cash_desk","Gestione della cassa","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_item_price","Prezzo dell'articolo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_credential","Credenziale","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_loyalty","Lealtà","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_giftcard","Buono regalo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_promo","Promo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_vouchers","Buoni","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_safe_transfer","Trasferimento sicuro","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_statement","Dichiarazione","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_stock_management","Gestione delle scorte","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_vouchers","Buoni","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_stock_and_task_management","Gestione delle scorte e delle attività.","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_returns","Resi","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_customers_display_app","App Visualizzazione Clienti","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_basket_transfer","Trasferimento di basket","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_loyalty","Fedeltà","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_pos_sales_app","App di vendite POS","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_giftcard","Buono regalo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_power_bi","PowerBI","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_item_price_barcode","Prezzo dell'articolo Codice a barre","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_promo","Promozione","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_personal_corporate_credentials","Credenziali aziendali personali","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_open_office","Ufficio Aperto","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_windows","Finestre","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_ilabels","Ilabels","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_beKiko_login","Accesso BeKiko","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_other","Altro","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_outlook _webmail","Outlook WebMail","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_browser_navigation","Browser/Navigazione","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_router_down","Router non funzionante","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_cpu_load","Carico della CPU","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_till_ipad_iphone_offline","Fino a quando l'iPad e l'iPhone sono offline.","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_internet_access","Accesso a Internet","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_server_down","Server inattivo","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_hard_disk_with_free","Disco rigido con < 2% libero","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_audio_amplifier","Amplificatore audio","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_video_splitter","Divisore video","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_digital_windows","Finestre digitali","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_other","Altro","1.0"
"it","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_thin_client","Client leggero","1.0"
