"LANGUAGE","APP_NAME","MODULE","LANG_CODE","VALUE","VERSION"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorCategory","Error while loading 'Category'. Please retry.","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_Retry","Retry","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectAll","Select All","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_StoreHealth","Store Health","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_SubCategory","Sub Category*","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_TicketNumber","Ticket #","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_TicketID","Ticket ID:","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_Uploaded","Uploaded (%lld out of %lld)","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_AddAttachment","Add Attachment","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorDeviceType","Error while loading 'Device Type'. Please retry.","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorSubmitting","Error while submitting the issue. Please retry.","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_New","New","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_NewIssue","New Issue","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_Ok","Ok","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_Resolved","Resolved","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_Submit","Submit","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_UploadAttachment","Upload Attachment","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","NTS_MaxFilesSelected","You cannot select more than %lld files to upload.","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network","Network","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_sd_extra_activities","SD Extra Activities","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware","Hardware","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando","Negoziando","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_hardware","Hardware","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail","LS Retail","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_network","Network","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_iPhone","iPhone","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc","EVA UC","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_adyen","Adyen","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software","Software","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_ipad","iPad","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring","Monitoring","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_printer","Printer","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_inquiry","Inquiry / Help","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video","Audio/Video","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_iphone","iPhone","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_database","Database","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_eva","EVA","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_clientela","Clientela","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_software","Software","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_wifi_access_point","WiFi Access Point","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_router","Router","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_bloccante","Dati - Fisso - Bloccante","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_nonbloccante","Dati - Fisso - Non BloccanteAnomalia","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_firewall","Firewall","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_switch","Switch","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_sd_extra_activities_sd_callback_support_activity","SD Call Back Support Activity","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_drawer","Drawer","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad","Ipad","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad_base_station","Ipad Base Station","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_iphone","Iphone","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_charging_station","Charging Station","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_credit_card_terminals","Credit Card Terminals","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_backoffice_pc_monitor","Backoffice PC Monitor","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_other","Other","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_landline_mobile_phone","LandlineMobile Phone","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_printer_bo","Printer BO","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_pc_backoffice","PC Backoffice","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_barcode_reader","Barcode Reader","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_people_counter","People Counter","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ticket_printer","Ticket Printer","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_toshiba_hp_till","ToshibaHP Till","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ups","UPS","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_cash_desk_managent","Cash Desk Managent","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_credential","Credential","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_loyalty","Loyalty","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_item_price","Item Price","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_invoice_credit_note","Invoice/Credit note","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_giftcard","Giftcard","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_closure","Closure","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_inventory","Inventory","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_banking_money","Banking Money","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_till_access","Till access","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_vouchers","Vouchers","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_returns","Returns","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_stock_receiving","Stock/Receiving","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_promo","Promo","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_report","Report","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_invoice_credit_note","Invoice/Credit note","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_returns","Returns","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_cash_desk","Cash Desk Management","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_item_price","Item price","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_credential","Credential","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_loyalty","Loyalty","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_giftcard","Giftcard","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_promo","Promo","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_vouchers","Vouchers","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_safe_transfer","Safe Transfer","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_statement","Statement","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_stock_management","Stock Management","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_vouchers","Vouchers","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_stock_and_task_management","Stock and Task Management","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_returns","Returns","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_customers_display_app","Customers Display APP","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_basket_transfer","Basket Transfer","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_loyalty","Loyalty","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_pos_sales_app","POS Sales APP","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_giftcard","Giftcard","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_power_bi","PowerBI","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_item_price_barcode","Item Price Barcode","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_promo","Promo","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_personal_corporate_credentials","Personal Corporate Credentials","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_open_office","Open Office","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_windows","Windows","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_ilabels","Ilabels","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_beKiko_login","BeKiko Login","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_other","Other","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_outlook _webmail","Outlook WebMail","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_browser_navigation","Browser/Navigation","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_router_down","Router Down","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_cpu_load","Cpu Load","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_till_ipad_iphone_offline","TillIpadIphone offline","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_internet_access","Internet Access","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_server_down","Server Down","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_hard_disk_with_free","Hard disk with < 2% free","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_audio_amplifier","Audio Amplifier","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_video_splitter","Video Splitter","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_digital_windows","Digital Windows","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_other","Other","1.0"
"en","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_thin_client","Thin Client","1.0"
