"LANGUAGE","APP_NAME","MODULE","LANG_CODE","VALUE","VERSION"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video","Audio/vidéo","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_iphone","iPhone","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_database","Base de données","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_eva","EVA","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_clientela","Clientèle","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_software","Logiciel","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_wifi_access_point","Point d'accès WiFi","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_router","Routeur","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_bloccante","Données - Fixe - Bloquant","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_dati_fisso_nonbloccante","Données - Fixe - Non bloquant - Anomalie","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_firewall","Firewall","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_network_switch","Commute","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_sd_extra_activities_sd_callback_support_activity","Activité de support de rappel SD","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_drawer","Tiroir","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad","iPad","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ipad_base_station","Station de base iPad","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_iphone","Iphone","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_charging_station","Station de recharge","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_credit_card_terminals","Terminaux de cartes de crédit","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_backoffice_pc_monitor","Moniteur PC de bureau","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_other","Autre","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_landline_mobile_phone","Téléphone fixeTéléphone portable","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_printer_bo","Imprimante BO","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_pc_backoffice","PC Backoffice","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_barcode_reader","Lecteur de code-barres","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_people_counter","Compteur de personnes","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ticket_printer","Imprimante de billets","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_toshiba_hp_till","ToshibaHP Caisses","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_hardware_ups","UPS","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_cash_desk_managent","Gestion de la caisse","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_credential","Crédential","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_loyalty","Loyauté","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_item_price","Prix de l'article","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_invoice_credit_note","Facture/Note de crédit","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_giftcard","Carte-cadeau","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_closure","Fermeture","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_inventory","Inventaire","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_banking_money","Argent bancaire","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_till_access","Accès jusqu'à","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_vouchers","Bons de réduction","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_returns","Retours","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_stock_receiving","Stock/Réception","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_promo","Promotion","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_negoziando_report","Rapport","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_invoice_credit_note","Facture/Note de crédit","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_returns","Retours","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_cash_desk","Gestion de la caisse","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_item_price","Prix de l'article","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_credential","Crédential","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_loyalty","Loyauté","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_giftcard","Carte-cadeau","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_promo","Promotion","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_vouchers","Bons de réduction","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_safe_transfer","Transfert sécurisé","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_statement","Déclaration","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_ls_retail_stock_management","Gestion des stocks","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_vouchers","Bons de réduction","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_stock_and_task_management","Gestion des stocks et des tâches","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_returns","Retours","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_customers_display_app","Application d'affichage des clients","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_basket_transfer","Transfert de panier","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_loyalty","Loyauté","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_pos_sales_app","Application de vente POS","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_giftcard","Carte-cadeau","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_power_bi","PowerBI","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_item_price_barcode","Prix de l'article Code-barres","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_eva_uc_promo","Promotion","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_personal_corporate_credentials","Identifiants personnels de l'entreprise","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_open_office","Bureau ouvert","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_windows","Fenêtres","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_ilabels","Ilabels","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_beKiko_login","Connexion BeKiko","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_other","Autre","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_outlook _webmail","Outlook WebMail","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_software_browser_navigation","Navigateur/Navigation","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_router_down","Routeur hors service","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_cpu_load","Charge du processeur","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_till_ipad_iphone_offline","TillIpadIphone hors ligne","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_internet_access","Accès à Internet","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_server_down","Serveur hors service","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_monitoring_hard_disk_with_free","Disque dur avec < 2% libre","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_audio_amplifier","Amplificateur audio","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_video_splitter","Diviseur vidéo","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_digital_windows","Fenêtres numériques","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_other","Autre","1.0"
"fr","NATIVE TICKET SDK","STATIC TEXT","DM_SN_kiko_store_audio_video_thin_client","Client léger","1.0"
